timestamp,value
4/6/2014 4:55,20.65478056
4/6/2014 5:00,21.96304862
4/6/2014 5:05,21.29381426
4/6/2014 5:10,20.98296455
4/6/2014 5:15,18.83218662
4/6/2014 5:20,21.50455914
4/6/2014 5:25,20.10315537
4/6/2014 5:30,21.55716009
4/6/2014 5:35,19.31931132
4/6/2014 5:40,18.24820421
4/6/2014 5:45,19.90390387
4/6/2014 5:50,19.07935042
4/6/2014 5:55,20.86091716
4/6/2014 6:00,21.82842621
4/6/2014 6:05,20.7638966
4/6/2014 6:10,21.54773572
4/6/2014 6:15,19.81209605
4/6/2014 6:20,21.08656295
4/6/2014 6:25,21.37217375
4/6/2014 6:30,20.84350251
4/6/2014 6:35,20.03110914
4/6/2014 6:40,20.50346444
4/6/2014 6:45,20.80202798
4/6/2014 6:50,19.01233761
4/6/2014 6:55,21.23831704
4/6/2014 7:00,21.80129816
4/6/2014 7:05,19.86095726
4/6/2014 7:10,20.80426873
4/6/2014 7:15,20.94810362
4/6/2014 7:20,20.64899019
4/6/2014 7:25,20.18846043
4/6/2014 7:30,21.52659182
4/6/2014 7:35,19.79570684
4/6/2014 7:40,18.24441183
4/6/2014 7:45,21.3782255
4/6/2014 7:50,20.69592509
4/6/2014 7:55,21.39703451
4/6/2014 8:00,18.55418977
4/6/2014 8:05,18.12301176
4/6/2014 8:10,21.73749816
4/6/2014 8:15,18.59091322
4/6/2014 8:20,21.23860933
4/6/2014 8:25,21.29283977
4/6/2014 8:30,20.8348208
4/6/2014 8:35,18.52504884
4/6/2014 8:40,20.6695945
4/6/2014 8:45,21.55634633
4/6/2014 8:50,19.70212658
4/6/2014 8:55,19.65406742
4/6/2014 9:00,67.22287301
4/6/2014 9:05,62.31889771
4/6/2014 9:10,73.33154774
4/6/2014 9:15,73.02088695
4/6/2014 9:20,74.77156678
4/6/2014 9:25,69.15849072
4/6/2014 9:30,71.41620626
4/6/2014 9:35,63.95633793
4/6/2014 9:40,70.27839193
4/6/2014 9:45,70.03636674
4/6/2014 9:50,73.45643881
4/6/2014 9:55,72.49878103
4/6/2014 10:00,84.4049995
4/6/2014 10:05,83.3242955
4/6/2014 10:10,83.32212925
4/6/2014 10:15,70.82898603
4/6/2014 10:20,82.96932951
4/6/2014 10:25,79.26806468
4/6/2014 10:30,75.74449789
4/6/2014 10:35,70.71710697
4/6/2014 10:40,80.35749698
4/6/2014 10:45,74.93369117
4/6/2014 10:50,77.09988763
4/6/2014 10:55,80.42042534
4/6/2014 11:00,86.0688624
4/6/2014 11:05,84.69574871
4/6/2014 11:10,78.73429674
4/6/2014 11:15,77.73530334
4/6/2014 11:20,75.38145697
4/6/2014 11:25,77.49107505
4/6/2014 11:30,73.33408174
4/6/2014 11:35,87.01246201
4/6/2014 11:40,80.69558303
4/6/2014 11:45,73.60062412
4/6/2014 11:50,77.17902677
4/6/2014 11:55,80.26811054
4/6/2014 12:00,80.42953878
4/6/2014 12:05,72.48097223
4/6/2014 12:10,87.1088004
4/6/2014 12:15,76.31432369
4/6/2014 12:20,72.17224396
4/6/2014 12:25,73.13523642
4/6/2014 12:30,81.18557871
4/6/2014 12:35,74.11552285
4/6/2014 12:40,72.58039557
4/6/2014 12:45,77.98033463
4/6/2014 12:50,81.86582206
4/6/2014 12:55,73.70088955
4/6/2014 13:00,76.99476214
4/6/2014 13:05,78.66528655
4/6/2014 13:10,74.53346924
4/6/2014 13:15,80.07795905
4/6/2014 13:20,73.34581817
4/6/2014 13:25,72.72683731
4/6/2014 13:30,80.29808971
4/6/2014 13:35,75.94811964
4/6/2014 13:40,73.50833469
4/6/2014 13:45,78.76369358
4/6/2014 13:50,86.62145769
4/6/2014 13:55,83.56701825
4/6/2014 14:00,85.04577225
4/6/2014 14:05,85.94649819
4/6/2014 14:10,87.55784088
4/6/2014 14:15,84.207903
4/6/2014 14:20,81.73060349
4/6/2014 14:25,77.84307744
4/6/2014 14:30,74.90269628
4/6/2014 14:35,82.98257463
4/6/2014 14:40,87.91497966
4/6/2014 14:45,79.47392402
4/6/2014 14:50,83.5748581
4/6/2014 14:55,79.91764297
4/6/2014 15:00,78.91017723
4/6/2014 15:05,78.56413559
4/6/2014 15:10,80.07322622
4/6/2014 15:15,77.86958303
4/6/2014 15:20,83.97956694
4/6/2014 15:25,85.98752694
4/6/2014 15:30,86.1253381
4/6/2014 15:35,75.64245324
4/6/2014 15:40,86.33371741
4/6/2014 15:45,77.46407605
4/6/2014 15:50,76.94818394
4/6/2014 15:55,83.62729409
4/6/2014 16:00,76.87499384
4/6/2014 16:05,72.84732262
4/6/2014 16:10,77.97773464
4/6/2014 16:15,83.5432892
4/6/2014 16:20,77.23118644
4/6/2014 16:25,82.07278732
4/6/2014 16:30,82.56175259
4/6/2014 16:35,83.73961541
4/6/2014 16:40,86.35392166
4/6/2014 16:45,78.92088046
4/6/2014 16:50,74.66276987
4/6/2014 16:55,77.10266341
4/6/2014 17:00,78.91464578
4/6/2014 17:05,83.42223148
4/6/2014 17:10,72.20992628
4/6/2014 17:15,77.05253655
4/6/2014 17:20,84.47744886
4/6/2014 17:25,82.73369148
4/6/2014 17:30,83.70780743
4/6/2014 17:35,84.98893968
4/6/2014 17:40,84.53173904
4/6/2014 17:45,82.91489882
4/6/2014 17:50,79.03455417
4/6/2014 17:55,87.73753957
4/6/2014 18:00,32.44206222
4/6/2014 18:05,30.09771716
4/6/2014 18:10,30.67399638
4/6/2014 18:15,33.23879334
4/6/2014 18:20,34.71832655
4/6/2014 18:25,29.94380308
4/6/2014 18:30,29.32701194
4/6/2014 18:35,34.44179209
4/6/2014 18:40,34.65777241
4/6/2014 18:45,30.56882194
4/6/2014 18:50,31.21462264
4/6/2014 18:55,33.02519684
4/6/2014 19:00,21.63808531
4/6/2014 19:05,24.08966969
4/6/2014 19:10,20.64195146
4/6/2014 19:15,20.33015923
4/6/2014 19:20,21.09401705
4/6/2014 19:25,21.44167207
4/6/2014 19:30,20.66591
4/6/2014 19:35,20.454292
4/6/2014 19:40,23.54512126
4/6/2014 19:45,20.89595787
4/6/2014 19:50,24.25437012
4/6/2014 19:55,21.80863729
4/6/2014 20:00,21.17880114
4/6/2014 20:05,19.35524683
4/6/2014 20:10,19.41636183
4/6/2014 20:15,20.78600865
4/6/2014 20:20,20.72839317
4/6/2014 20:25,21.58071466
4/6/2014 20:30,21.53600304
4/6/2014 20:35,21.17913683
4/6/2014 20:40,20.27163855
4/6/2014 20:45,22.08006276
4/6/2014 20:50,20.98208124
4/6/2014 20:55,22.48785275
4/6/2014 21:00,21.37961112
4/6/2014 21:05,18.26448995
4/6/2014 21:10,19.37493098
4/6/2014 21:15,20.38488283
4/6/2014 21:20,20.98613032
4/6/2014 21:25,20.2983124
4/6/2014 21:30,21.24601534
4/6/2014 21:35,19.22244955
4/6/2014 21:40,18.82557927
4/6/2014 21:45,18.30310189
4/6/2014 21:50,20.39066255
4/6/2014 21:55,20.85401914
4/6/2014 22:00,19.32313127
4/6/2014 22:05,20.47397289
4/6/2014 22:10,18.2261092
4/6/2014 22:15,18.41483466
4/6/2014 22:20,20.82699382
4/6/2014 22:25,19.4909722
4/6/2014 22:30,20.70519404
4/6/2014 22:35,21.34735828
4/6/2014 22:40,21.43104381
